avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume,date,daily_avg_price_raw,daily_avg_price,total_volume,price_spread,7_day_moving_avg,14_day_moving_avg,30_day_moving_avg,90_day_moving_avg,ema_7,ema_14,price_lag_1,price_lag_2,price_lag_3,price_lag_4,price_lag_5,price_lag_6,price_lag_7,price_lag_14,volatility_7d,rsi_14,volume_ma_7,volume_momentum,slope_7d,slope_30d,range_position_7d,pct_change_1d,pct_change_3d,pct_change_7d,pct_change_14d,pct_vs_7ma,pct_vs_30ma,pct_vs_90ma,ema_crossover,slope_7d_pct,slope_30d_pct,vol_pct_7d,spread_pct,volume_ratio,lag_return_1d,lag_return_2d,lag_return_3d,lag_return_7d,lag_return_14d,target_price_7d,target_pct_7d
-2.3631360020294623,-2.4815674244537376,0.1342363968191558,0.40356601307822193,2026-01-24,1762,-2.426077147790996,0.2533830506786719,1.4737006848593563,-2.799902731610558,-2.574920484857122,-2.1813626134879542,-1.0145368178097884,-2.6824523965718994,-2.556236200691991,-2.4692031970151938,-2.957376143026535,-2.9643175628703333,-2.858820679998368,-2.867701416746863,-2.6680947112740476,-2.577124343264783,-1.9846195452392545,1.846443548316602,1.098799092034628,2.3027546200681064,-0.9937435807242528,1.6217672881903658,-0.3939882191593463,0.643663230551904,0.012643678160919603,0.10331872260488417,0.11802030456852797,0.11237373737373746,0.07607747339033334,0.12929413775423007,0.053554700735455284,0.024986384051460798,0.018911139938381737,0.003936521724857596,0.04548311257680277,0.024404086265607264,0.6565217405115261,0.01264367816091954,0.08297480024585126,0.10331872260488416,0.11802030456852793,0.11237373737373738,196,0.1112372304199773
-2.335556888968098,-2.3309706610016954,0.10978403938792104,-0.4307630162445634,2026-01-25,1778,-2.337290712521832,-0.11939038333179962,-0.4931984958662648,-2.650976835173187,-2.5055885902345914,-2.1336632897547814,-1.033076004925656,-2.530314923744723,-2.453094414278749,-2.348519014489757,-2.3526574395577473,-2.8089895984435382,-2.833615506099493,-2.7302967905880946,-2.744520953643023,-2.5584747754526878,-2.0053049782599137,2.355323322372514,1.2757800855969432,1.1642184311756858,-0.7718731040853932,2.102951897004901,-0.2814570913154887,0.643663230551904,0.009080590238365494,0.09280885064535949,0.12531645569620253,0.12602913236225466,0.06740994854202398,0.13159513757769903,0.06517383461249153,0.029539445950475564,0.022597621725855662,0.004259576006836726,0.051032258511435405,0.011811023622047244,0.6591647143986393,0.009080590238365494,0.021839080459770115,0.09280885064535956,0.12531645569620253,0.1260291323622546,164,0.0922384701912261
-2.2803986628453696,-2.2473057924172277,0.08811987746208039,0.13298239035111029,2026-01-26,1791,-2.265151733865636,0.10969247294989629,-0.9402210369402696,-2.480238559964688,-2.434514688209484,-2.0859639660216085,-1.049377703941334,-2.3989992133220595,-2.3550790396691057,-2.2607486999258026,-2.2349245946346206,-2.2239209324359446,-2.682384462706241,-2.7057602502026,-2.610775029497316,-2.633073046701068,-1.972208285426859,2.265704228231984,1.2923494003833509,0.16313878596790726,0.029481677073455132,2.0252606320400557,-0.16413406204163264,0.643663230551904,0.007311586051743424,0.02931034482758621,0.1451406649616369,0.12854442344045358,0.054681584924707684,0.1319681456200227,0.07478629629135719,0.03225547649576875,0.02181542633803939,0.004599688592511414,0.04962011218737093,0.00893355667225014,0.9967472662231388,0.007311586051743532,0.016458569807037457,0.029310344827586206,0.14514066496163683,0.1285444234404537,172,0.096035734226689
-1.7619113372917232,-1.828981449494888,-0.20327291184272747,-0.31773985299093743,2026-01-27,1876,-1.7934737964982024,-0.2577494072043218,0.7584646191409486,-2.266627678206036,-2.3292974410938854,-2.0236213848505926,-1.0589030104250041,-2.187968469490148,-2.213732747619402,-2.18943531934259,-2.149300707417801,-2.1100137585229617,-2.11274753259166,-2.5585410078896333,-2.5868918287570115,-2.5025260720164026,-2.025990411280573,2.647046754987472,1.7450384936640846,-0.27791857965110817,-0.12739514812097774,2.298433144335802,0.004682268664446232,0.643663230551904,0.04745951982132879,0.06469920544835417,0.17839195979899491,0.19186785260482853,0.07895817927861305,0.17504593285451814,0.12691473385616556,0.03847911301782022,0.022902071276271616,0.004900967907957423,0.05160373059429295,0.018656716417910446,0.8965369827613919,0.047459519821328865,0.05511811023622047,0.06469920544835414,0.17839195979899497,0.19186785260482847,96,0.0511727078891258
-1.800522095577633,-1.8401367653061502,-0.29484111822523495,-0.3093382032011084,2026-01-28,1871,-1.821219557519816,-0.30880434595176004,0.31144207806694385,-2.0605383063684637,-2.2244285954588014,-1.965483303339947,-1.067405465205729,-2.036315644617092,-2.094550253375619,-1.7231555232215843,-2.079731299054135,-2.0271721774953377,-2.001844767436608,-2.0040151951774594,-2.443592624315183,-2.479214112251284,-2.0425387576971006,2.0596650781090537,1.7257738589961438,-0.304677867935337,-0.16822753676755292,1.8723842719479291,0.16324707254076254,0.5770654776152042,-0.0026652452025586193,0.05230596175478075,0.17157169693174712,0.19171974522293,0.05239051828043389,0.16218398658301753,0.1249098148197632,0.04067311635058132,0.01971825608918067,0.005394080601464046,0.04520587697128554,0.016034206306787813,0.8693597661640448,-0.0026652452025586353,0.0446677833612507,0.05230596175478065,0.17157169693174704,0.19171974522292995,110,0.05879208979155532
-1.4585410936167174,-1.4943219751570163,1.5820523090353187,2.0183871306687053,2026-01-29,1933,-1.4771721208518054,1.8108996082017126,0.31144207806694385,-1.8303801027834372,-2.0979588580317725,-1.903575670409659,-1.070218307388827,-1.8404851367514208,-1.9501202017597505,-1.75058374652282,-1.6248543982147816,-1.9598633929103935,-1.9211882109602074,-1.896054417481284,-1.9038322875842948,-2.3393423536605713,-2.0425387576971006,1.4416657968244224,1.7945339842070647,0.2243403221118467,1.8479259194056357,1.526532834362481,0.40476676018889185,0.643663230551904,0.03313735970069476,0.07928531546622009,0.18807621389059626,0.2312101910828026,0.06117167280997563,0.1901732205894425,0.16252806586122107,0.04455566766060151,0.01653610228364494,0.00592875799805151,0.037100041682824984,0.015519917227108122,1.9795964781468465,0.03313735970069481,0.030383795309168442,0.07928531546621999,0.1880762138905962,0.23121019108280255,41,0.021210553543714435
-1.370287931820352,-1.4441230540063354,-0.35333611269107956,0.09892170299423429,2026-01-30,1946,-1.4050331421956097,-0.16845746284508137,0.9372736355705505,-1.6754369984092046,-1.9693987117216536,-1.8392033307819124,-1.0697068815373545,-1.676399650049887,-1.8163216639744975,-1.410473777587498,-1.6516118629700378,-1.5197674937011416,-1.8556547588231316,-1.8175374882477018,-1.7987462043269538,-1.812492062968886,-2.0135791514681776,1.592756855248502,1.8000925821601461,0.3080647298317105,-0.3532580802659127,1.6443228167285429,0.6226804416121811,0.643663230551904,0.0067252974650802155,0.03731343283582089,0.11839080459770113,0.23398858592263783,0.051323608860075635,0.1873576309794988,0.17028385096487947,0.04619151269097449,0.01728821024812802,0.006523406731471633,0.03846858637660225,0.019013360739979446,0.7950651484714091,0.006725297465080186,0.04008551576696953,0.03731343283582089,0.11839080459770115,0.2339885859226379,46,0.023638232271325797
-1.3923512222694434,-1.282370974743031,1.836617194576914,0.396133627781839,2026-01-31,1958,-1.3384433157437365,1.2664307334785443,-2.013075135517881,-1.5280154039560507,-1.8363093461648352,-1.7733811636850727,-1.0673415369742958,-1.5374469758216307,-1.6924006299489702,-1.3391603970042854,-1.3198193000048624,-1.5456554877722741,-1.4271668025422517,-1.7537424832454163,-1.7223199619579783,-1.7099194400023632,-2.0177162380723095,1.4863797010113904,1.8265691193835998,0.5938471520188063,1.0514099714781493,1.5566068724133861,0.8218192961212073,0.643663230551904,0.006166495375128367,0.04649919828968474,0.11123723041997735,0.2423857868020305,0.04204364023416711,0.18374914352504942,0.1772093551468673,0.046294273219726206,0.0165438494090179,0.007059483866422897,0.03710176546723343,0.0020429009193054137,1.4946507614676894,0.006166495375128468,0.012933264355923435,0.046499198289684664,0.1112372304199773,0.24238578680203046,111,0.05669050051072523
-1.4199303353308075,-1.427390080289442,3.6570115887549486,2.8410992399597474,2026-02-01,1942,-1.4272297510129006,3.4027386446652477,-0.13558046300706095,-1.404662641250351,-1.710188010218322,-1.7092987895511447,-1.066830111122823,-1.4544172157532458,-1.5956188021645898,-1.2733326610813198,-1.2502498916411964,-1.2246443612902316,-1.4523719764411271,-1.3366212966920108,-1.660223640033186,-1.635321168753983,-2.001167891655782,0.8782884863513767,1.5764599447484486,1.5874455600370032,2.829496612475675,1.017780357334605,0.9621984412918728,0.3259082033665014,-0.008171603677221695,0.004655975168132542,0.092238470191226,0.22911392405063302,0.020800480588721235,0.16371045062320233,0.16752727102691364,0.04372151445918983,0.012726202736501376,0.007527072648520089,0.030888626459654706,0.012873326467559218,2.073900264781869,-0.008171603677221655,-0.0020554984583761563,0.0046559751681324365,0.0922384701912261,0.2291139240506329,132,0.06797116374871266
-1.2985822378608052,-1.3214145800824493,-0.09988709110700016,-0.6349031506919558,2026-02-02,1963,-1.310697554722123,-0.3321909765988084,0.13263306163734193,-1.2752926706077867,-1.5711758194927454,-1.6442015361888511,-1.0638254842454244,-1.3643399170982726,-1.497807190847755,-1.361102975645274,-1.1860319762285818,-1.157335576705287,-1.1398278200950736,-1.3611578370775053,-1.2542092274480048,-1.5747100733646742,-2.0673612773218917,-0.18284112165451621,1.8400836063225943,1.4627895100992585,-1.1681754356376246,0.3561515202146154,1.1088227694737594,0.643663230551904,0.010813594232749635,0.008735868448098705,0.0960357342266891,0.2551150895140666,0.01868188894654904,0.16583849702056896,0.17978203381681232,0.04181095960877207,0.007786915071683316,0.007869614565796464,0.019304427225178434,0.014263881813550688,0.5248647671182937,0.010813594232749742,0.002553626149131767,0.008735868448098663,0.096035734226689,0.2551150895140665,51,0.02598064187468161
