item_id,date,pct_change_1d,pct_change_3d,pct_change_7d,pct_change_14d,pct_vs_7ma,pct_vs_30ma,pct_vs_90ma,ema_crossover,slope_7d_pct,slope_30d_pct,vol_pct_7d,spread_pct,volume_ratio,rsi_14,range_position_7d,lag_return_1d,lag_return_2d,lag_return_3d,lag_return_7d,lag_return_14d,target_pct_7d
2,2025-11-20,-0.1074380165289256,-0.17870722433460073,-0.06896551724137934,0.0,-0.11888111888111887,-0.014898145332928001,0.02824500158679786,0.018521193259350543,-0.06896551724137931,0.11917098445595854,-0.4460160012004085,0.05092592592592592,0.8395494414532351,50.0,0.0,-0.1074380165289256,-0.1135531135531136,0.03802281368821303,-0.06896551724137934,0.0,0.06481481481481481
2,2025-11-21,0.0,-0.20879120879120883,-0.07692307692307687,-0.018181818181818188,-0.10954063604240287,-0.018330555976367208,0.02650755095575037,0.004165061648593176,-0.07692307692307693,0.11917098445595854,0.281226895099635,0.06944444444444445,0.865509682457044,48.24561403508772,0.0,0.0,-0.1074380165289256,-0.1135531135531136,-0.07692307692307687,-0.018181818181818188,0.06481481481481481
2,2025-11-22,0.0185185185185186,-0.09090909090909094,-0.08333333333333337,-0.03508771929824561,-0.0822407628128725,-0.00437471715190829,0.043588256996784945,-0.0034653421743873194,-0.08333333333333333,0.14583333333333334,0.2610279299815586,0.05454545454545454,0.9039799094225072,46.36363636363636,0.07017543859649122,0.0185185185185186,0.0,-0.1074380165289256,-0.08333333333333337,-0.03508771929824561,0.05454545454545454
2,2025-11-23,0.018181818181818077,0.03703703703703698,-0.09677419354838712,-0.02608695652173909,-0.05199516324062874,0.009009009009009009,0.06043869338803857,-0.0063399527618179805,-0.0967741935483871,0.16062176165803108,0.13095741874741293,0.03571428571428571,0.8431845727432224,47.32142857142857,0.14035087719298245,0.018181818181818077,0.0185185185185186,0.0,-0.09677419354838712,-0.02608695652173909,0.0625
2,2025-11-24,0.017857142857142794,0.05555555555555558,-0.13307984790874527,-0.008695652173912993,-0.014206300185299532,0.022268719175011217,0.07699574870099203,-0.005970142054401086,-0.13307984790874525,0.15736040609137056,0.020434043160594828,0.039473684210526314,0.8056436509134624,49.137931034482754,0.21052631578947367,0.017857142857142794,0.018181818181818077,0.0185185185185186,-0.13307984790874527,-0.008695652173912993,0.03070175438596491
2,2025-11-25,0.01754385964912286,0.05454545454545445,-0.1501831501831502,0.01754385964912286,0.029150823827629967,0.035252119589469014,0.09330819981149864,-0.0034927454416135155,-0.15018315018315018,0.16,0.008636202280884762,0.04310344827586207,0.7977676583271078,51.694915254237294,0.6153846153846154,0.01754385964912286,0.017857142857142794,0.018181818181818077,-0.1501831501831502,0.01754385964912286,-0.008620689655172414
2,2025-11-26,-0.017241379310344862,0.017857142857142794,-0.05785123966942152,-0.008695652173912993,0.020460358056266042,0.013483479033930944,0.07210031347962387,-0.0038016074466744538,-0.05785123966942149,0.12871287128712872,-0.07146810545436287,0.043859649122807015,0.8261740708305257,49.166666666666664,0.75,-0.017241379310344862,0.01754385964912286,0.017857142857142794,-0.05785123966942152,-0.008695652173912993,0.0
2,2025-11-27,0.00877192982456143,0.00877192982456143,0.06481481481481488,-0.008620689655172376,0.02027883396704695,0.018149623727312946,0.0790241868223519,-0.0028581801055150794,0.06481481481481481,0.13861386138613863,-0.12926511351110015,0.043478260869565216,0.8322919544430888,49.166666666666664,0.875,0.00877192982456143,-0.017241379310344862,0.01754385964912286,0.06481481481481488,-0.008620689655172376,0.0
2,2025-11-28,0.0,-0.008620689655172376,0.06481481481481488,-0.017094017094017144,0.011306532663316637,0.014258415404968337,0.07655502392344497,-0.0021496748330757645,0.06481481481481481,0.12745098039215685,-0.0006506681278468145,0.043478260869565216,0.8212030717602429,48.30508474576271,0.8333333333333334,0.0,0.00877192982456143,-0.017241379310344862,0.06481481481481488,-0.017094017094017144,0.008695652173913044
2,2025-11-29,0.008695652173912993,0.01754385964912286,0.05454545454545445,-0.033333333333333326,0.012468827930174581,0.01888449714536676,0.0835495588998443,-0.000602335703489064,0.05454545454545454,0.13725490196078433,0.058892261176572876,0.04310344827586207,0.7774479494227938,46.49122807017544,1.0,0.008695652173912993,0.0,0.00877192982456143,0.05454545454545445,-0.033333333333333326,0.0
2,2025-11-30,0.02586206896551735,0.034782608695652195,0.0625,-0.040322580645161255,0.029666254635352305,0.040058266569555676,0.10892524332159861,0.0034463248085595125,0.0625,0.16666666666666666,0.06128255178664781,0.046218487394957986,0.774619101384448,45.535714285714285,1.0,0.02586206896551735,0.008695652173912993,0.0,0.0625,-0.040322580645161255,-0.03361344537815126
2,2025-12-01,-0.012605042016806678,0.021739130434782705,0.030701754385964897,-0.10646387832699622,0.012307692307692325,0.022480058013052896,0.092684438933664,0.004438730145019364,0.03070175438596491,0.14634146341463414,0.0758176450452638,0.0425531914893617,0.7883795394576455,36.0,0.7,-0.012605042016806678,0.02586206896551735,0.008695652173912993,0.030701754385964897,-0.10646387832699622,-0.02127659574468085
2,2025-12-02,-0.021276595744680882,-0.008620689655172376,-0.008620689655172376,-0.1575091575091575,-0.00800985828712263,-0.002746061569590949,0.06756059824651876,0.0024265484382102348,-0.008620689655172414,0.11650485436893204,-0.04549708936824463,0.0391304347826087,0.8421794905103923,27.368421052631575,0.2,-0.021276595744680882,-0.012605042016806678,0.02586206896551735,-0.008620689655172376,-0.1575091575091575,0.0
2,2025-12-03,-0.008695652173912993,-0.04201680672268904,0.0,-0.05785123966942152,-0.01663585951940852,-0.014267185473411203,0.05658822923639358,2.7148457448741e-05,0.0,0.09615384615384616,-0.0427868157156719,0.039473684210526314,0.8382021800365802,39.39393939393939,0.0,-0.008695652173912993,-0.021276595744680882,-0.012605042016806678,0.0,-0.05785123966942152,-0.008771929824561403
2,2025-12-04,0.00877192982456143,-0.021276595744680882,0.0,0.06481481481481488,-0.00800985828712263,-0.007907979870596734,0.06432207311429897,-0.0005272003106736328,0.0,0.07476635514018691,-0.027251478562655564,0.04782608695652174,0.8024920147613087,66.66666666666666,0.2,0.00877192982456143,-0.008695652173912993,-0.021276595744680882,0.0,0.06481481481481488,-0.02608695652173913
2,2025-12-05,0.008695652173912993,0.008695652173912993,0.008695652173912993,0.07407407407407418,-0.000615384615384598,-0.0004308487720809751,0.07214377406931965,0.00014031547513196796,0.008695652173913044,0.03571428571428571,0.020637940589710954,0.04310344827586207,0.823165696619819,68.18181818181819,0.4,0.008695652173912993,0.00877192982456143,-0.008695652173912993,0.008695652173912993,0.07407407407407418,-0.02586206896551724
2,2025-12-06,0.0,0.01754385964912286,0.0,0.05454545454545445,-0.000615384615384598,-0.0027224530735062004,0.07098892080426748,0.0005690120542129395,0.0,0.07407407407407407,0.09523278165255136,0.04741379310344827,0.8433241601962125,65.0,0.4,0.0,0.008695652173912993,0.00877192982456143,0.0,0.05454545454545445,-0.017241379310344827
2,2025-12-07,-0.008620689655172376,0.0,-0.03361344537815125,0.02678571428571419,-0.004329004329004329,-0.012734296752038927,0.0608312407113207,-0.00018059174851986108,-0.03361344537815126,0.045454545454545456,0.10777078045553383,0.04782608695652174,0.8323287605699334,57.89473684210526,0.2857142857142857,-0.008620689655172376,0.0,0.008695652173912993,-0.03361344537815125,0.02678571428571419,0.013043478260869565
2,2025-12-08,0.0,-0.008620689655172376,-0.021276595744680882,0.00877192982456143,-0.0012406947890818507,-0.013016735803175503,0.06007067137809186,-0.0006624700588126206,-0.02127659574468085,0.008771929824561403,0.05082386654720411,0.05217391304347826,0.8374680575177273,52.94117647058823,0.5,0.0,-0.008620689655172376,0.0,-0.021276595744680882,0.00877192982456143,0.013043478260869565
2,2025-12-09,0.0,-0.008620689655172376,0.0,-0.008620689655172376,-0.0012406947890818507,-0.013016735803175503,0.05936540429887409,-0.000954035869818385,0.0,0.0,-0.0041280169329896655,0.05217391304347826,0.8288846302691565,46.666666666666664,0.5,0.0,0.0,-0.008620689655172376,0.0,-0.008620689655172376,0.008695652173913044
2,2025-12-10,-0.017391304347826098,-0.017391304347826098,-0.00877192982456143,-0.00877192982456143,-0.017391304347826087,-0.029626449119793927,0.0406221221733347,-0.003142310034097632,-0.008771929824561403,-0.017391304347826087,-0.08273789336237021,0.04424778761061947,0.8448761897918927,46.666666666666664,0.0,-0.017391304347826098,0.0,0.0,-0.00877192982456143,-0.00877192982456143,-0.008849557522123894
2,2025-12-11,-0.008849557522123908,-0.02608695652173909,-0.02608695652173909,-0.02608695652173909,-0.022443890274314197,-0.03766289560360882,0.03130755064456727,-0.0054916295408293705,-0.02608695652173913,-0.017543859649122806,-0.08118117131505731,0.044642857142857144,0.8422645958998701,39.99999999999999,0.0,-0.008849557522123908,-0.017391304347826098,0.0,-0.02608695652173909,-0.02608695652173909,-0.04017857142857143
2,2025-12-12,0.008928571428571397,-0.017391304347826098,-0.025862068965517238,-0.017391304347826098,-0.01001251564455566,-0.02851411376988104,0.04040920716112529,-0.005822120353492854,-0.02586206896551724,-0.017391304347826087,0.007107850128671132,0.048672566371681415,0.8478346928347185,43.75,0.25,0.008928571428571397,-0.008849557522123908,-0.017391304347826098,-0.025862068965517238,-0.017391304347826098,-0.08849557522123894
